,title,abstract,bart_base,bart_cnn,bart_xsum,t5_small,gpt2,pegasus_xsum
75,Pre-training of Recurrent Neural Networks via Linear Autoencoders,"We propose a pre-training technique for recurrent neural networks based on linear autoencoder networks for sequences, i.e. linear dynamical systems modelling the target sequences. We start by giving a closed form solution for the definition of the optimal weights of a linear autoencoder given a training set of sequences. This solution, however, is computationally very demanding, so we suggest a procedure to get an approximate solution for a given number of hidden units. The weights obtained for the linear autoencoder are then used as initial weights for the inputto-hidden connections of a recurrent neural network, which is then trained on the desired task. Using four well known datasets of sequences of polyphonic music, we show that the proposed pre-training approach is highly effective, since it allows to largely improve the state of the art results on all the considered datasets.",<TITLE>Pre-training for Recurrent Neural Networks with Linear Autoencoder Networks<TITLE>Pre-Training for Recurrent Neural Networks with Linear Autoencoder Networks<TITLE>Pre-training for Recurrent Neural Networks with Linear Autoencoders<TITLE>Pre-training for Recurrent Neural Networks with Linear Autoencoders.<TITLE>Pre-Training for Recurrent Neural Networks with Linear Autoencoders,<TITLE>Pre-training for Recurrent Neural Networks with Linear Autoencoder Networks: A Polyphonic Music Algorithm and a<TITLE>Pre-training for Recurrent Neural Networks with Linear Autoencoder Networks: A Polyphonic Music Algorithm and an<TITLE>Pre-training for Recurrent Neural Networks with Linear Autoencoder Networks: A Polyphonic Music Algorithm and Applications<TITLE>Pre-training for Recurrent Neural Networks with Linear Autoencoder Networks: A Polyphonic Music Algorithm and Application<TITLE>Pre-training for Recurrent Neural Networks with Linear Autoencoder Networks: A Polyphonic Music Algorithm and Hidden,<TITLE>Pre-training of Linear Autoencoder Networks for Recurrent Neural Networks<TITLE>Pre-training of Linear Autoencoders for Recurrent Neural Networks<TITLE>Pre-training of Linear Autoencoders for Recurrent Neural Networks<TITLE>Pre-training of Linear Autoencoder Networks for Sequences<TITLE>Pre-training of Linear Autoencoders for Recurrent Neural Networks,<TITLE>Pre-training for Recurrent Neural Networks with Linear Autoencoder Networks<TITLE>Pre-training for Recurrent Neural Networks using Linear Autoencoder Networks<TITLE>Pre-training Recurrent Neural Networks with Linear Autoencoder Networks<TITLE>Pre-Training for Recurrent Neural Networks<TITLE>Pre-training for Recurrent Neural Networks,<TITLE> Training Recurrent Neural Networks with Linear Autoencoders<TITLE> Recurrent Neural Networks with Linear Autoencoders<TITLE> Recurrent Neural Networks for Polyphonic Music<TITLE> Training Recurrent Neural Networks with Linear Autoencoder Networks<TITLE> Pre-Training Recurrent Neural Networks for Polyphonic Music,<TITLE>Pre-training of Linear Autoencoder Networks for Sequences<TITLE>Pre-training of Linear Autoencoder Networks for Sequence Learning<TITLE>Pre-training Linear Autoencoders for Recurrent Neural Networks<TITLE>Pre-training Linear Autoencoder Networks for Sequences<TITLE>Pre-training Linear Autoencoder Networks for Sequence Learning
76,The State and Fate of Linguistic Diversity and Inclusion in the NLP World,"Language technologies contribute to promoting multilingualism and linguistic diversity around the world. However, only a very small number of the over 7000 languages of the world are represented in the rapidly evolving language technologies and applications. In this paper we look at the relation between the types of languages, resources, and their representation in NLP conferences to understand the trajectory that different languages have followed over time. Our quantitative investigation underlines the disparity between languages, especially in terms of their resources, and calls into question the ""language agnostic"" status of current models and systems. Through this paper, we attempt to convince the ACL community to prioritise the resolution of the predicaments highlighted here, so that no language is left behind.",<TITLE>Language Agnostic: A quantitative study of the impact of language technologies on NLP<TITLE>Language Agnostic: A quantitative study of the impact of linguistic technologies on NLP<TITLE>Language Agnostic: A quantitative study of the impact of languages on NLP conferences<TITLE>Language Agnostic: A quantitative study of the impact of languages on NLP<TITLE>Language Agnostic: A Case Study in the ACL,"<TITLE>The Language Agnostic Community: The Case of Multilingualism, Diversity, and Representation in NLP Conference Transcripts.<TITLE>The Language Agnostic Community: The Case of Multilingualism, Diversity, and Representation in NLP Conference Transcripts (<TITLE>The Language Agnostic Community: The Case of Multilingualism, Diversity, and Representation in NLP Conference Transcripts over<TITLE>The Language Agnostic Community: The Case of Multilingualism, Diversity, and Representation in NLP Conference Transcripts with<TITLE>The Language Agnostic Community: The Case of Multilingualism, Diversity, and Representation in NLP Conference Transcripts -",<TITLE>The State of the Art of Multilingualism in NLP: A Quantitative Analysis<TITLE>The State of the Art of Multilingualism in NLP: A Quantitative Investigation<TITLE>The State of the Art of Multilingualism in NLP: A quantitative analysis<TITLE>The State of the Art of Multilingualism in the World of NLP<TITLE>The State of the Art of Multilingualism in NLP,"<TITLE>Understanding the Relation between Languages, Resources, and Their Representation in NLP Conférences<TITLE>Understanding the Relation between Languages, Resources, and Their Representation in NLP Conferences<TITLE>Understanding the Relation between Languages, Resources, and Their Representations in NLP Conferences<TITLE>The Relation between Languages, Resources, and Their Representation in NLP Conferences<TITLE>Understanding the Relation between Languages and Resource Representations in NLP Conferences",<TITLE> The Impact of Language Technology on Multilingualism and Linguistic Diversity<TITLE> The Impact of Language Technology on Multilingualism and Diversity<TITLE> The Role of Language Technology in Multilingualism and Diversity<TITLE> The Impact of Language Technology on Multilingualism and Linguistics<TITLE> The Impact of Language Technology on Multilingualism and Diversity in Conference,"<TITLE>""No Language is Left Behind"": A Case Study on the Representation of Languages in NLP Conferences<TITLE>""No Language is Left Behind"": An ACL study of the status of languages in NLP conferences<TITLE>""No Language is Left Behind"": A Case Study on the Status of Languages in NLP Conferences<TITLE>""No Language is Left Behind"": A Case Study on the Representation of Languages in NLP conferences<TITLE>""No Language is Left Behind"": A Case Study on the Status of Languages in NLP Conference"
77,Global Normalization of Convolutional Neural Networks for Joint Entity and Relation Classification,"We introduce globally normalized convolutional neural networks for joint entity classification and relation extraction. In particular, we propose a way to utilize a linear-chain conditional random field output layer for predicting entity types and relations between entities at the same time. Our experiments show that global normalization outperforms a locally normalized softmax layer on a benchmark dataset.",<TITLE>Global Normalization of Convolutional Neural Networks for Joint Entity Classification and Relation Extraction<TITLE>Global Normalized Convolutional Neural Networks for Joint Entity Classification and Relation Extraction<TITLE>Global Normalized Convolutional Neural Networks for Joint Entity Classification and Relation Extraction.<TITLE>Global Normalization for Joint Entity Classification and Relation Extraction with Conditional Random Fields<TITLE>Global Normalization of Neural Networks for Joint Entity Classification and Relation Extraction,<TITLE>Globally Normalized Convolutional Neural Networks for Joint Entity Classification and Relation Extraction with Global Normalized Random Fields<TITLE>Globally Normalized Convolutional Neural Networks for Joint Entity Classification and Relation Extraction with Global Normalized CRFs<TITLE>Globally Normalized Convolutional Neural Networks for Joint Entity Classification and Relation Extraction with Global Normalized Convol<TITLE>Globally Normalized Convolutional Neural Networks for Joint Entity Classification and Relation Extraction with Global Normalized Random Field<TITLE>Globally Normalized Convolutional Neural Networks for Joint Entity Classification and Relation Extraction with Global Normalized Regularized,<TITLE>Global Normalization for Joint Entity Classification and Relation Extraction with Conditional Random Fields<TITLE>Global Normalization for Joint Entity Classification and Relation Extraction<TITLE>Global Normalization for Joint Entity Classification and Relation Extraction<TITLE>Global Normalization for Joint Entity Classification and Relation Extraction<TITLE>Global Normalization for Joint Entity Classification and Relation Extraction,<TITLE>Global Normalized Neural Networks for Joint Entity Classification and Relation Extraction<TITLE>Global Normalized Convolutional Neural Networks for Joint Entity Classification<TITLE>Global Normalization for Joint Entity Classification and Relation Extraction<TITLE>Global Normalization for Joint Entity Classification and Relation Extraction.<TITLE>Global Normalization for Joint Entities Classification and Relation Extraction,<TITLE> Global Normalized Convolutional Neural Networks for Joint Entity Classification and Relation Extraction<TITLE> Global Normalization for Joint Entity Classification and Relation Extraction<TITLE> Global Normalized Neural Networks for Joint Entity Classification and Relation Extraction<TITLE> Global Normalization of Joint Entity Classification and Relation Extraction<TITLE> Global Normalization for Joint Entity Classification and Relation Extraction with Linear-Chain CRF,<TITLE>Globally Normalized Convolutional Neural Networks for Joint Entity Classification and Relation Extraction<TITLE>Global Normalized Convolutional Neural Networks for Joint Entity Classification and Relation Extraction<TITLE>Global Normalized Convolutional Neural Network for Joint Entity Classification and Relation Extraction<TITLE>Global Normalized Convolutional Neural Networks for Joint Entity and Relation Extraction<TITLE>Global Normalization for Joint Entity Classification and Relation Extraction
78,Sentiment Analysis of Tweets using Heterogeneous Multi-layer Network Representation and Embedding,"Sentiment classification on tweets often needs to deal with the problems of under-specificity, noise, and multilingual content. This study proposes a heterogeneous multi-layer network-based representation of tweets to generate multiple representations of a tweet and address the above issues. The generated representations are further ensembled and classified using a neural-based early fusion approach. Further, we propose a centrality aware random-walk for node embedding and tweet representations suitable for the multi-layer network. From various experimental analysis, it is evident that the proposed method can address the problem of under-specificity, noisy text, and multilingual content present in a tweet and provides better classification performance than the text-based counterparts. Further, the proposed centrality aware based random walk provides better representations than unbiased and other biased counterparts.",<TITLE>Heterogeneous Multi-layer Network-based Representation of Tweets for Sentiment Classification<TITLE>A Heterogeneous Multi-layer Network-Based Representation of Tweets for Text Classification<TITLE>A Heterogeneous Multi-layer Network-based Representation of Tweets for Text Classification<TITLE>Heterogeneous Multi-layer Network Representation of Tweets for Sentiment Classification<TITLE>A Heterogeneous Multi-layer Network-Based Representation of Tweets,<TITLE>Heterogeneous Multi-Layer Network-based Representation of Tweets with Centrality Aware Random Walk for Sentiment Classification on<TITLE>Heterogeneous Multi-Layer Network-based Representation of Tweets with Centrality Aware Random Walk for Sentiment Classification on Twitter<TITLE>Heterogeneous Multi-Layer Network-based Representation of Tweets with Centrality Aware Random Walks for Sentiment Classification<TITLE>Heterogeneous Multi-Layer Network-based Representation of Tweets with Centrality Aware Random Walk for Multilingual Sentiment<TITLE>Heterogeneous Multi-Layer Network-based Representation of Tweets with Centrality Aware Random Walk for Sentiment Classification on Twe,<TITLE>Heterogeneous Multi-layer Network-based Representation of Tweets for Sentiment Classification<TITLE>Heterogeneous Multi-layer Network-Based Representation of Tweets for Sentiment Classification<TITLE>Heterogeneous Multi-layer Network-based Representation of Tweets for Sentiment Classification<TITLE>Heterogeneous Multi-layer Representation of Tweets for Sentiment Classification on Twitter<TITLE>Heterogeneous Multi-layer Network-based Representation of Tweets for Sentiment Classification,<TITLE>Multi-layer Network Representations for Sentiment Classification<TITLE>Multi-layer Network Representation for Sentiment Classification<TITLE>Centrality Sentiment Classification on Tweets<TITLE>Multi-layer Network Representation of Tweets<TITLE>Centrality Sentiment Classification on Twitter,<TITLE> Heterogeneous Multi-Layer Representation of Tweets for Sentiment Classification<TITLE> Heterogeneous Multi-Layer Network-based Representation of Tweets<TITLE> Heterogeneous Multi-layer Representation of Tweets for Sentiment Classification<TITLE> Heterogeneous Multi-Layer Network-Based Representation of Tweets<TITLE> Heterogeneous Multi-Layer Networks for Tweet Representation,<TITLE>Heterogeneous Multi-layer Network-based Representations of Tweets for Sentiment Classification<TITLE>A Heterogeneous Multi-layer Network-based Representation of Tweets for Sentiment Classification<TITLE>Heterogeneous Multi-Layer Network-based Representations of Tweets for Sentiment Classification<TITLE>Heterogeneous Multi-layer Network-based Representation of Tweets for Sentiment Classification<TITLE>Heterogeneous Multi-Layer Network-based Representation of Tweets for Sentiment Classification
79,Learning Bilingual Sentiment Word Embeddings for Cross-language Sentiment Classification,"The sentiment classification performance relies on high-quality sentiment resources. However, these resources are imbalanced in different languages. Cross-language sentiment classification (CLSC) can leverage the rich resources in one language (source language) for sentiment classification in a resource-scarce language (target language). Bilingual embeddings could eliminate the semantic gap between two languages for CLSC, but ignore the sentiment information of text. This paper proposes an approach to learning bilingual sentiment word embeddings (BSWE) for English-Chinese CLSC. The proposed BSWE incorporate sentiment information of text into bilingual embeddings. Furthermore, we can learn high-quality BSWE by simply employing labeled corpora and their translations, without relying on largescale parallel corpora. Experiments on NLP&CC 2013 CLSC dataset show that our approach outperforms the state-of-theart systems.",<TITLE>Learning Bilingual Sentiment Word Embeddings for Cross-Language Sentiment Classification<TITLE>Bilingual Sentiment Word Embeddings for Cross-Language Sentiment Classification<TITLE>Bilingual Sentiment Word Embeddings for Cross-Language CRSC<TITLE>Learning Bilingual Embeddings for Cross-Language Sentiment Classification<TITLE>Bilingual Embeddings for Cross-Language Sentiment Classification,<TITLE>Learning Bilingual Sentiment Word Embeddings for Cross-Language Sentiment Classification in a Resource-Scarce LSTM<TITLE>Learning Bilingual Sentiment Word Embeddings for Cross-Language Sentiment Classification with High-Quality Bilingual Embedding<TITLE>Learning Bilingual Sentiment Word Embeddings for Cross-Language Sentiment Classification in a Resource-Scarce Language with High<TITLE>Learning Bilingual Sentiment Word Embeddings for Cross-Language Sentiment Classification in a Resource-Scarce Language using B<TITLE>Learning Bilingual Sentiment Word Embeddings for Cross-Language Sentiment Classification in a Resource-Scarce Language Using B,<TITLE>Learning Bilingual Sentiment Word Embeddings for English-Chinese Cross-Language Classification<TITLE>Learning Bilingual Sentiment Word Embeddings for English-Chinese Cross-Language Sentiment Classification<TITLE>Learning Bilingual Sentiment Word Embeddings for English-Chinese Cross-Language Classification<TITLE>Learning Bilingual Sentiment Word Embeddings for English-Chinese Cross-Language Classification<TITLE>Learning Bilingual Sentiment Word Embeddings for English-Chinese Cross-Language Classification,<TITLE>Bilingual Sentiment Word Embeddings for English-Chinese CLSC<TITLE>Learning bilingual sentiment word embeddings for English-Chinese CLSC<TITLE>Learning Bilingual Sentiment Word Embeddings<TITLE>Bilingual Sentiment Word Embeddings<TITLE>Learning bilingual sentiment word embeddings,<TITLE> Learning Bilingual Sentiment Word Embeddings for Cross-Language Sentiment Classification<TITLE> Bilingual Sentiment Word Embeddings for Cross-Language Sentiment Classification<TITLE> Cross-Language Sentiment Classification with Bilingual Word Embeddings<TITLE> Learning Bilingual Sentiment Word Embeddings<TITLE> Cross-Language Sentiment Classification with Bilingual Embeddings,<TITLE>Bilingual Sentiment Word Embeddings for English-Chinese Cross-Language Sentiment Classification<TITLE>Bilingual Sentiment Word Embeddings for English-Chinese Cross-language Sentiment Classification<TITLE>Bilingual Sentiment Word Embedding for English-Chinese Cross-Language Sentiment Classification<TITLE>Learning Bilingual Sentiment Word Embeddings for Cross-Language Sentiment Classification<TITLE>Bilingual Sentiment Word Embeddings for Cross-Language Sentiment Classification
80,Multilingual Document Clustering: An Heuristic Approach Based on Cognate Named Entities,"This paper presents an approach for Multilingual Document Clustering in comparable corpora. The algorithm is of heuristic nature and it uses as unique evidence for clustering the identification of cognate named entities between both sides of the comparable corpora. One of the main advantages of this approach is that it does not depend on bilingual or multilingual resources. However, it depends on the possibility of identifying cognate named entities between the languages used in the corpus. An additional advantage of the approach is that it does not need any information about the right number of clusters; the algorithm calculates it. We have tested this approach with a comparable corpus of news written in English and Spanish. In addition, we have compared the results with a system which translates selected document features. The obtained results are encouraging.",<TITLE>Multilingual Document Clustering in Comparable Corpora Using Heuristic Data<TITLE>Multilingual Document Clustering in Comparable Corpora Using Heuristic Information<TITLE>Multilingual Document Clustering in Comparable Corpora using Heuristic Data<TITLE>Multilingual Document Clustering in Comparable Corpora<TITLE>Multilingual Document Clustering in Comparable Corpora.,<TITLE>Multilingual Document Clustering in Comparable Corpora: Identifying Cognate Named Entities by Means of Heuristic Information<TITLE>Multilingual Document Clustering in Comparable Corpora: Identifying Cognate Named Entities by Means of Heuristics<TITLE>Multilingual Document Clustering in Comparable Corpora: Identifying Cognate Named Entities by Means of Heuristic Networks<TITLE>Multilingual Document Clustering in Comparable Corpora: Identifying Cognate Named Entities by Means of Heuristic Dynamics<TITLE>Multilingual Document Clustering in Comparable Corpora: Identifying Cognate Named Entities by Means of Heuristic Complex,<TITLE>Multilingual Document Clustering in Comparable Corpora using Cognate Named Entities<TITLE>Multilingual Document Clustering in Comparable Corpora<TITLE>Multilingual Document Clustering in Comparable Corpora<TITLE>Multilingual Document Clustering in Comparable Corpora<TITLE>Multilingual Document Clustering in Comparable Corpora,<TITLE>Multilingual Document Clustering in Comparable Corpora<TITLE>Multilingual Document Clustering in Comparative Corpora<TITLE>Multilingual Document Clustering for Comparable Corpora<TITLE>Multilingual Document Clustering in comparable corpora<TITLE>Multilingual Document Clustering,<TITLE> Multilingual Document Clustering Using Comparable Corpora<TITLE> Multilingual Document Clustering Based on Cognate Name Identification<TITLE> Multilingual Document Clustering Based on Cognate Identification<TITLE> Multilingual Document Clustering Using Bilingual Information<TITLE> Multilingual Document Clustering Based on Cognate Identification,<TITLE>Comparing Document Clustering in Comparable Corpora Using Heuristics<TITLE>An Algorithm for Document Clustering in Comparable Corpora<TITLE>Comparing Document Clustering in Comparable Corpora<TITLE>Comparative Document Clustering in Comparable Corpora<TITLE>Document Clustering in Comparable Corpora
81,Classifying Temporal Relations with Rich Linguistic Knowledge,"We examine the task of temporal relation classification. Unlike existing approaches to this task, we (1) classify an event-event or eventtime pair as one of the 14 temporal relations defined in the TimeBank corpus, rather than as one of the six relations collapsed from the original 14; (2) employ sophisticated linguistic knowledge derived from a variety of semantic and discourse relations, rather than focusing on morpho-syntactic knowledge; and (3) leverage a novel combination of rule-based and learning-based approaches, rather than relying solely on one or the other. Experiments with the TimeBank corpus demonstrate that our knowledge-rich, hybrid approach yields a 15–16% relative reduction in error over a state-of-the-art learning-based baseline system.",<TITLE>Temporal Relation Classification Using Semantic and Discourse Knowledge<TITLE>Temporal Relation Classification Using Semantic and Discourse Information<TITLE>Temporal Relation Classification Using Semantic and Discourse Relations<TITLE>Temporal Relation Classification with Hybrid Linguistic Knowledge<TITLE>A Hybrid Approach to Temporal Relation Classification,<TITLE>A Knowledge-Rich Hybrid Temporal Relation Classification Based on Morpho-Syntactic Knowledge and Learning-Based Approaches<TITLE>A Knowledge-Rich Hybrid Temporal Relation Classification Based on Morpho-Syntactic Knowledge and Learning-Based Learning of<TITLE>A Knowledge-Rich Hybrid Temporal Relation Classification Based on Morpho-Syntactic Knowledge and Learning-Based Learning in<TITLE>A Knowledge-Rich Hybrid Temporal Relation Classification Based on Morpho-Syntactic Knowledge and Learning-Based Learning for<TITLE>A Knowledge-Rich Hybrid Temporal Relation Classification Based on Morpho-Syntactic Knowledge and Learning-Based Learning.,<TITLE>Classifying Temporal Relations using the TimeBank Corpus<TITLE>Classifying Temporal Relations using the TimeBank<TITLE>Classifying Temporal Relations Using the TimeBank<TITLE>Knowledge-Rich Temporal Relation Classification<TITLE>Knowledge-Rich Temporal Relation Classification,<TITLE>Learning to Classify Event-Events and Eventtime Pairs<TITLE>Learning to Classify Event-Event or Eventtime Pairs<TITLE>Learning to Classify Event-Event and Eventtime Pairs<TITLE>Classifying Event-Events and Eventtime Pairs<TITLE>Temporal Relation Classification,<TITLE> Temporal Relation Classification Using Semantic and Discourse Relations<TITLE> Temporal Relation Classification using Semantic and Discourse Relations<TITLE> Temporal Relation Classification by Combining Rule-Based and Learning-Based Models<TITLE> Temporal Relation Classification Using Rule-Based and Learning-Based Approaches<TITLE> Temporal Relation Classification by Combining Rule-Based and Learning-Based Methods,<TITLE>Temporal Relation Classification with Hybrid Lexical Knowledge<TITLE>Temporal Relation Classification with Knowledge Rich Hybrid Approaches<TITLE>A Hybrid Approach to Temporal Relation Classification<TITLE>Temporal Relation Classification with Hybrid Knowledge<TITLE>Hybrid Temporal Relation Classification
82,Using Search-Logs to Improve Query Tagging,"Syntactic analysis of search queries is important for a variety of information-retrieval tasks; however, the lack of annotated data makes training query analysis models difficult. We propose a simple, efficient procedure in which part-of-speech tags are transferred from retrieval-result snippets to queries at training time. Unlike previous work, our final model does not require any additional resources at run-time. Compared to a state-ofthe-art approach, we achieve more than 20% relative error reduction. Additionally, we annotate a corpus of search queries with partof-speech tags, providing a resource for future work on syntactic query analysis.",<TITLE>Part-of-Speech Tagging for Syntactic Search Queries<TITLE>Part-of-Speech Tagging for Syntactic Search Query Analysis<TITLE>Part-of-Speech Tagging for Syntactic Query Analysis<TITLE>Part-of-Speech Tagging for Search Queries<TITLE>Part-of-Speech Tagging for Search Query Analysis,<TITLE>Syntactic Query Analysis with Part-of-Speech Tagging and Efficient Training of Information Retrieval Queries<TITLE>Syntactic Query Analysis with Part-of-Speech Tagging and Efficient Training of Run-Time Information Retri<TITLE>Syntactic Query Analysis with Part-of-Speech Tagging and Efficient Training of Run-time Information Retri<TITLE>Syntactic Query Analysis with Part-of-Speech Tagging and Efficient Training of Information Retrieval to Qu<TITLE>Syntactic Query Analysis with Part-of-Speech Tagging and Efficient Training of Information Retrieval to Query,<TITLE>Part-of-Speech Tagging for Efficient Syntactic Query Analysis<TITLE>Part-of-Speech Transfer for Efficient Syntactic Query Analysis<TITLE>Part-of-Speech Tagging for Efficient Syntactic Query Analysis<TITLE>Part-of-Speech Tagging for Efficient Query Analysis<TITLE>Part-of-Speech Tagging for Efficient Syntactic Query Analysis,<TITLE>Syntactic Analysis of Search queries with Part-of-Speech Tags<TITLE>Syntactic Query Analysis with Part-of-Speech Tags<TITLE>Using Part-of-Speech Tags for Syntactic Search Analysis<TITLE>Syntactic Query Analysis with Part-of-Speech Tags.<TITLE>Syntactic Query Analysis with Part-of-speech Tags,<TITLE> Part-of-Speech Tagging for Search Queries<TITLE> Part-of-Speech Tagging for Query Analysis<TITLE> Part-of-Speech Tagging for Syntactic Query Analysis<TITLE> Part-of-Speech Tagging for Search Query Analysis<TITLE> Part-of-Speech Tagging for Search Queries via Transfer,"<TITLE>Training Query Analysis Models with Part-of-Speech Tagging Data<TITLE>A Simple, Efficient Approach to Part-of-Speech Search Comprehension<TITLE>A Simple, Efficient Approach to Part-of-Speech Search Segmentation<TITLE>Training Query Analysis Models with Part-of-Speech Tag Transfer<TITLE>Training Query Analysis Models with Part-of-Speech Tagging"
83,Learning Concept Abstractness Using Weak Supervision,"We introduce a weakly supervised approach for inferring the property of abstractness of words and expressions in the complete absence of labeled data. Exploiting only minimal linguistic clues and the contextual usage of a concept as manifested in textual data, we train sufficiently powerful classifiers, obtaining high correlation with human labels. The results imply the applicability of this approach to additional properties of concepts, additional languages, and resource-scarce scenarios.",<TITLE>Weakly Supervised Inference of Abstractness in Texts<TITLE>Weakly Supervised Interpretation of Abstractness in Texts<TITLE>Weakly Supervised Interpretation of Abstractness in Text<TITLE>Weakly Supervised Inference of Abstractness in Text<TITLE>Weakly Supervised Learning of Abstractness in Text,<TITLE>Weakly Supervised Learning of Abstractness of Words and Expressions from Labelled Data: An Application to Semantic Interpretation<TITLE>Weakly Supervised Learning of Abstractness of Words and Expressions from Labelled Data: A Case Study in Contextual Sem<TITLE>Weakly Supervised Learning of Abstractness of Words and Expressions from Labelled Data: A Case Study on Semantic Represent<TITLE>Weakly Supervised Learning of Abstractness of Words and Expressions from Labelled Data: An Application to Semantic Representation<TITLE>Weakly Supervised Learning of Abstractness of Words and Expressions from Labelled Data: A Case Study on Semantic Interpret,<TITLE>Weakly Supervised Inference of Abstractness of Words and Expressions Without Labeled Data<TITLE>Weakly Supervised Inference of Abstractness of Words and Expressions without Labeled Data<TITLE>Weakly Supervised Inference of Abstractness of Words and Expressions<TITLE>Weakly Supervised Inference of Abstractness of Words and Expressions<TITLE>Weakly Supervised Inference of Abstractness of Words and Expressions,<TITLE>Inferring Abstractness of Words and Expressions in Textual Data<TITLE>A weakly supervised approach to abstractness of words and expressions<TITLE>A weakly supervised approach to abstractness in textual data<TITLE>A weakly supervised approach to abstractness of words and expressions<TITLE>A weakly supervised approach to abstractness in textual data,<TITLE> Weakly Supervised Learning of Abstractness<TITLE> Weakly Supervised Learning of Abstract Meaning Representations<TITLE> Weakly Supervised Learning of Abstractness from Text<TITLE> Weakly Supervised Induction of Abstractness<TITLE> Weakly Supervised Learning of Abstractness from Text Data,<TITLE>Weakly Supervised Inference of Concept and Expression Abstractness<TITLE>Weakly Supervised Learning of Abstractness of Words and Expressions<TITLE>Weakly Supervised Inference of Concept and Expression Properties<TITLE>Weakly Supervised Learning of Concept and Expression Abstractness<TITLE>Weakly Supervised Learning of Concept and Expression Properties
84,Reducing Overfitting in Deep Networks by Decorrelating Representations,"One major challenge in training Deep Neural Networks is preventing overfitting. Many techniques such as data augmentation and novel regularizers such as Dropout have been proposed to prevent overfitting without requiring a massive amount of training data. In this work, we propose a new regularizer called DeCov which leads to significantly reduced overfitting (as indicated by the difference between train and val performance), and better generalization. Our regularizer encourages diverse or non-redundant representations in Deep Neural Networks by minimizing the cross-covariance of hidden activations. This simple intuition has been explored in a number of past works but surprisingly has never been applied as a regularizer in supervised learning. Experiments across a range of datasets and network architectures show that this loss always reduces overfitting while almost always maintaining or increasing generalization performance and often improving performance over Dropout.",<TITLE>DeCov: Reducing Overfitting in Deep Neural Networks by Minimizing Cross-Covariance<TITLE>DeCov: Reducing Overfitting in Deep Neural Networks via Cross-Covariance and Generalization<TITLE>DeCov: Reducing Overfitting in Deep Neural Networks with Cross-Covariance<TITLE>DeCov: Reducing Overfitting and Generalization in Deep Neural Networks<TITLE>DeCov: Reducing Overfitting in Deep Neural Networks,<TITLE>DeCov: DeCov Regularized Training of Deep Neural Networks via Cross-Covariance and Generalization.<TITLE>DeCov: DeCov Regularized Training of Deep Neural Networks via Cross-Covariance Minimization and<TITLE>DeCov: DeCov Regularized Training of Deep Neural Networks with Cross-Covariance and Generalization.<TITLE>DeCov: DeCov Regularized Training of Deep Neural Networks via Cross-Covariance Minimization.<TITLE>DeCov: DeCov Regularized Training of Deep Neural Networks via Cross-Covariance and Generalization Loss,<TITLE>DeCov: A Cross-Covariance Regularizer for Deep Neural Networks<TITLE>DeCov: A Cross-Cov Regularizer for Deep Neural Networks<TITLE>DeCov: A Cross-Covariance Regularization for Deep Neural Networks<TITLE>DeCov: A Cross-Covariance Regularizer for Deep Learning<TITLE>DeCov: A Cross-Cov Regularizer for Deep Neural Networks,<TITLE>DeCov: Regularizing Deep Neural Networks for Overfitting<TITLE>DeCov: a Regularizer for Deep Neural Networks<TITLE>DeCov: A Regularizer for Deep Neural Networks<TITLE>A DeCov Regularizer for Deep Neural Networks<TITLE>DeCov: Regularizing Deep Neural Networks,<TITLE> DeCov: DeCov Regularization for Deep Neural Networks<TITLE> DeCov: DeCov Regularization for Training Deep Neural Networks<TITLE> DeCov: A New Regularizer for Deep Neural Networks<TITLE> DeCov: DeCov Regularized Deep Neural Networks<TITLE> DeCov: DeCov Regularizing Deep Neural Networks,<TITLE>DeCov: Regularizing Deep Neural Networks with Cross-Coding<TITLE>DeCov: A Neural Regularizer for Deep Neural Networks<TITLE>DeCov: Reducing Overfitting in Deep Neural Networks<TITLE>DeCov: A Deep Neural Network Regularizer<TITLE>DeCov: Regularizing Deep Neural Networks
