,title,abstract,bart_base,bart_cnn,bart_xsum,t5_small,gpt2,pegasus_xsum
32,Syntactic SMT Using a Discriminative Text Generation Model,"We study a novel architecture for syntactic SMT. In contrast to the dominant approach in the literature, the system does not rely on translation rules, but treat translation as an unconstrained target sentence generation task, using soft features to capture lexical and syntactic correspondences between the source and target languages. Target syntax features and bilingual translation features are trained consistently in a discriminative model. Experiments using the IWSLT 2010 dataset show that the system achieves BLEU comparable to the state-of-the-art syntactic SMT systems.",<TITLE>A Discriminative Target Sentence Generation System for Syntactic Statistical Machine Translation<TITLE>A Discriminative Target Sentence Generation Model for Syntactic Statistical Machine Translation<TITLE>A Discriminative Target Sentence Generation System for Syntactic Machine Translation<TITLE>A Discriminative Target Sentence Generation Model for Syntactic Machine Translation<TITLE>A Discriminative Target Sentence Generation Approach for Syntactic Machine Translation,<TITLE>A Novel Architecture for Syntactic Machine Translation with BLEU-based Syntax Features and Bilingual Translation Features from IW<TITLE>A Novel Architecture for Syntactic Machine Translation with BLEU-style Syntax Features and Bilingual Translation Features from IW<TITLE>A Novel Architecture for Syntactic Machine Translation with BLEU-based Syntax Features and Bilingual Translation Features from Target Synt<TITLE>A Novel Architecture for Syntactic Machine Translation with BLEU-based Syntax Features and Bilingual Translation Features from Source and<TITLE>A Novel Architecture for Syntactic Machine Translation with BLEU-style Syntax Features and Bilingual Translation Features from Target Synt,<TITLE>Syntactic SMT with Bilingual Translation Features<TITLE>Syntactic SMT with Soft Translation Features<TITLE>Syntactic SMT with Bilingual Translation<TITLE>Syntactic SMT with Soft Features<TITLE>Syntactic SMT with Soft Features,<TITLE>Syntactic SMT: An Unconstrained Approach<TITLE>Syntactic SMT with Soft Features for Translation<TITLE>Syntactic SMT Using Soft Features<TITLE>Syntactic SMT with Soft Features<TITLE>Syntactic SMT,<TITLE> Syntactic Syntactic SMT with Soft Features<TITLE> Syntactic Syntactic SMT Using Soft Features<TITLE> Neural Syntactic SMT with Soft Features<TITLE> A Neural Model for Syntactic SMT<TITLE> Syntactic Syntactic SMT with Translation Rules,<TITLE>Syntactic Machine Translation with Soft Syntax Features<TITLE>Unconstrained Syntactic Machine Translation with Soft Features<TITLE>Soft Syntactic Features for Statistical Machine Translation<TITLE>Unconstrained Syntactic Machine Translation<TITLE>Soft Syntactic Machine Translation
33,Infusion of Labeled Data into Distant Supervision for Relation Extraction,"Distant supervision usually utilizes only unlabeled data and existing knowledge bases to learn relation extraction models. However, in some cases a small amount of human labeled data is available. In this paper, we demonstrate how a state-of-theart multi-instance multi-label model can be modified to make use of these reliable sentence-level labels in addition to the relation-level distant supervision from a database. Experiments show that our approach achieves a statistically significant increase of 13.5% in F-score and 37% in area under the precision recall curve.",<TITLE>Relation-Level Distant Supervision with Relation Extraction Models<TITLE>Relation-Level Distant Supervision with Relation Extraction<TITLE>Multi-Instance Distant Supervision for Relation Extraction<TITLE>Relation Extraction from Distant Supervision Data<TITLE>Relation Extraction from Distant Supervision,<TITLE>Multi-Instance Distant Supervision for Relation Extraction with Application to Sentence-Level Relation Level Relation Classification<TITLE>Multi-Instance Distant Supervision for Relation Extraction with Application to Sentence-Level Relation Level Relation Ret<TITLE>Multi-Instance Distant Supervision for Relation Extraction with Application to Sentence-Level Relation Level Relation Learning<TITLE>Multi-Instance Distant Supervision for Relation Extraction with Application to Sentence-Level Relation Level Relation Recall<TITLE>Multi-Instance Distant Supervision for Relation Extraction with Application to Sentence-Level Relation Retrieval.,<TITLE>Learning Relation Extraction from Distant Supervision with Multi-Instance Multi-label Models<TITLE>Learning Relation Extraction from Distant Supervision with Multi-Instance Multi-Label Models<TITLE>Multi-instance Distant Supervision for Relation Extraction with Human-Labeled Data<TITLE>Multi-instance Distant Supervision for Relation Extraction with Human-Labeled Information<TITLE>Multi-instance Distant Supervision for Relation Extraction with Human Labeled Data,<TITLE>Multi-Instance Multi-Label Models for Distant Supervision<TITLE>A Multi-Instance Multi-Label Model for Distant Supervision<TITLE>A Multi-Instance Multi-Label Model for Relation Extraction<TITLE>Multi-Instance Multi-Label Models for Relation Extraction<TITLE>Multi-instance Multi-Label Models for Relation Extraction,<TITLE> Improving Distant Supervision for Relation Extraction<TITLE> Modeling Relation Extraction with Unlabeled Data<TITLE> Improving Distant Supervision for Relation Extraction by Using Unlabeled Data<TITLE> Modeling Relation Extraction with Weakly Supervised Label Data<TITLE> Improving Distant Supervision for Relation Extraction with Data from a Database,<TITLE>Relation-Level Distant Supervision with Multi-Instance Multi-label Models<TITLE>Relation-Level Distant Supervision Using Multi-Instance Multi-label Models<TITLE>Relation-Level Distant Supervision with Multi-Instance Multi-Label Models<TITLE>Relation-Level Distant Supervision with Multi-Instance Multi-label Model<TITLE>Relation-Level Distant Supervision Using Multi-Instance Multi-Label Models
34,A Pitfall and Solution in Multi-Class Feature Selection for Text Classification ,"Information Gain is a well-known and empirically proven method for high-dimensional feature selection. We found that it and other existing methods failed to produce good results on an industrial text classification problem. On investigating the root cause, we find that a large class of feature scoring methods suffers a pitfall: they can be blinded by a surplus of strongly predictive features for some classes, while largely ignoring features needed to discriminate difficult classes. In this paper we demonstrate this pitfall hurts performance even for a relatively uniform text classification task. Based on this understanding, we present solutions inspired by round-robin scheduling that avoid this pitfall, without resorting to costly wrapper methods. Empirical evaluation on 19 datasets shows substantial improvements.",<TITLE>Applying Round-robin Scheduling to Information Gain for Text Classification<TITLE>Applying Round-robin Scheduling to Information Gain in Text Classification<TITLE>Applying Round-Robbin Scheduling to Information Gain for Text Classification<TITLE>Information Gain and Round-robin Scheduling for Text Classification<TITLE>Information Gain and Round-Robbin Scheduling for Text Classification,<TITLE>Information Gain: High-dimensional feature selection for text classification using round-robin Scheduling and Pitfall Problem Solving Problems<TITLE>Information Gain: High-dimensional feature selection for text classification using round-robin Scheduling and Pitfall Problem Solving Methods<TITLE>Information Gain: High-dimensional feature selection for text classification using round-robin Scheduling and Pitfall Problem in the Information<TITLE>Information Gain: High-dimensional feature selection for text classification using round-robin Scheduling and Pitfall Problem in industrial text<TITLE>Information Gain: High-dimensional feature selection for text classification using round-robin Scheduling and Pitfall Problem Solving Solutions,<TITLE>Round-robin Scheduling for High-Dimensional Feature Selection in Text Classification<TITLE>Round-robin Scheduling for High-Dimensional Feature Selection<TITLE>Information Gain and Round-robin Scheduling for Text Classification<TITLE>Round-robin Scheduling for High-Dimensional Feature Selection<TITLE>Round-robin Scheduling for High-Dimensional Feature Selection,<TITLE>Round-robin Scheduling for High-dimensional Feature Selection<TITLE>Round-robin scheduling for high-dimensional Feature Selection<TITLE>Round-robin Feature Selection for Industrial Text Classification<TITLE>Round-robin scheduling for high-dimensional feature selection<TITLE>Round-robin Feature Selection with Information Gain,<TITLE> A Pitfall-Free Approach to Feature Selection for Text Classification<TITLE> A Pitfall-Free Approach to Feature Selection in Text Classification<TITLE> A Pitfall-Free Solution to Feature Selection in Text Classification<TITLE> Efficient Feature Selection for Text Classification<TITLE> Towards Better Feature Selection for Text Classification,<TITLE>Round-robin Scheduling for Information Gain-based Text Classification<TITLE>Information Gain for Text Classification: A Tale of Two Heads<TITLE>Information Gain for Text Classification: A Tale of Two Towers<TITLE>Round-robin Scheduling for Text Classification with Information Gain<TITLE>Round-Robin Scheduling for Text Classification
35,Neighborhood Mixture Model for Knowledge Base Completion,"Knowledge bases are useful resources for many natural language processing tasks, however, they are far from complete. In this paper, we define a novel entity representation as a mixture of its neighborhood in the knowledge base and apply this technique on TransE—a well-known embedding model for knowledge base completion. Experimental results show that the neighborhood information significantly helps to improve the results of the TransE, leading to better performance than obtained by other state-of-the-art embedding models on three benchmark datasets for triple classification, entity prediction and relation prediction tasks.",<TITLE>Entity Embedding as a Mixture of Neighborhoods in Knowledge Base<TITLE>Entity Embedding as a Mixture of Neighborhood and Knowledge Bases<TITLE>Entity Embedding as a Mixture of Neighborhood and Knowledge Base<TITLE>Entity Embedding as a Mixture of Knowledge Bases<TITLE>Entity Embedding as a Mixture of Neighborhoods,<TITLE>Neighborhood Representations for Knowledge Base Completion: A Mixture of Its Neighborhood in the Knowledge Base and TransE Model<TITLE>Neighborhood Representations for Knowledge Base Completion: A Mixture of Its Neighborhood in the Knowledge Base and TransE Domain<TITLE>Neighborhood Representations for Knowledge Base Completion: A Mixture of Its Neighborhood in the Knowledge Base and TransE Entity<TITLE>Neighborhood Representations for Knowledge Base Completion: A Mixture of Its Neighborhood in the Knowledge Base and TransE-<TITLE>Neighborhood Representations for Knowledge Base Completion: A Mixture of Its Neighborhood in the Knowledge Base and TransE Rel,<TITLE>Neighborhood Information Improves TransE: A Knowledge Base Completion Model<TITLE>Neighborhood Information Improves TransE: A Knowledge Base Completion Model<TITLE>Neighborhood Information Improves TransE: A Knowledge Base Completion Model<TITLE>Neighborhood Information for Knowledge Base Completion<TITLE>Neighborhood Information for Knowledge Base Completion,<TITLE>TransE: Embedding Neighborhoods for Knowledge Base completion<TITLE>Embedding Neighborhoods for Knowledge Base Fertilization<TITLE>Embedding Neighborhoods for Knowledge Base Completion<TITLE>Embedding Neighborhoods for Knowledge Base Fertility<TITLE>A Neighborhood Representation for Knowledge Base Completion,<TITLE> Entity Representations for Knowledge Base Completion<TITLE> Entity Representation for Knowledge Base Completion<TITLE> Mixture of Neighborhood Representations for Knowledge Base Completion<TITLE> Entity Embedding Modeling for Knowledge Base Completion<TITLE> Entity Representation for Knowledge Base Completion with Neighborhood Information,<TITLE>A Novel Entity Representation as a mixture of its neighborhood in knowledge base<TITLE>A Novel Entity Representation as a mixture of its Neighborhood in Knowledge Base<TITLE>Entity Representation as a mixture of its neighborhood in knowledge base<TITLE>A Novel Entity Representation as a Neighborhood for TransE<TITLE>Entity Representation as a Neighborhood in Knowledge Base
36,TypeSQL: Knowledge-Based Type-Aware Neural Text-to-SQL Generation,"Interacting with relational databases through natural language helps users with any background easily query and analyze a vast amount of data. This requires a system that understands users' questions and converts them to SQL queries automatically. In this paper, we present a novel approach TypeSQL which formats the problem as a slot filling task in a more reasonable way. In addition, TypeSQL utilizes type information to better understand rare entities and numbers in the questions. We experiment this idea on the WikiSQL dataset and outperform the prior art by 6% in much shorter time. We also show that accessing the content of databases can significantly improve the performance when users' queries are not well-formed. TypeSQL can reach 82.6% accuracy, a 17.5% absolute improvement compared to the previous content-sensitive model.",<TITLE>TypeSQL: A Slot Filling Approach to Interacting with Relational Databases<TITLE>TypeSQL: A Novel Slot Filling Approach to Interacting with Relational Data<TITLE>TypeSQL: A Slot Filling Approach to Interacting with Relational Data<TITLE>TypeSQL: A Slot Filling Approach to Interacting with Database Queries<TITLE>TypeSQL: Unsupervised Query Filling with Type Information,<TITLE>TypeSQL: Slot Filling for Relational Database Query Retrieval via Schema Type-SQL Formalization and Information<TITLE>TypeSQL: Slot Filling for Relational Database Query Retrieval via Schema Type-SQL Formalization and Sem<TITLE>TypeSQL: Slot Filling for Relational Database Query Retrieval via Schema Type-SQL Formalization of Information<TITLE>TypeSQL: Slot Filling for Relational Database Query Retrieval via Schema Type-SQL Formalization with Application<TITLE>TypeSQL: Slot Filling for Relational Database Query Retrieval via Schema Type-SQL Formalization and Content,<TITLE>TypeSQL: A Slot Filling Task for Natural Language SQL Queries<TITLE>TypeSQL: A Slot Filling Task for Natural Language SQL Questions<TITLE>TypeSQL: A Slot Filling Task for Natural Language Queries<TITLE>TypeSQL: A Slot Filling Task for Natural Language Queries<TITLE>TypeSQL: A Slot Filling Task for Natural Language Queries,<TITLE>TypeSQL: A Slot Filling Approach to Interacting with Relational Databases<TITLE>TypeSQL: A Slot Filling Approach for Interacting with Relational Databases<TITLE>TypeSQL: A Slot Filling Approach to Relational Databases via Natural Language<TITLE>TypeSQL: A Slot Filling Approach to Relational Databases with Natural Language<TITLE>TypeSQL: A Slot Filling Approach to Interacting with Relational Data,<TITLE> TypeSQL: A Slot Filling Approach for Relational Databases<TITLE> TypeSQL: A Slot Filling System for Relational Databases<TITLE> TypeSQL: Slot Filling for Relational Databases<TITLE> TypeSQL: A Slot Filling Approach for Relational Database Understanding<TITLE> TypeSQL: A Slot Filling Approach,<TITLE>Type Interact: Learning to Interact with Natural Language via Slot Filling and Type Information<TITLE>Type Interact: A Slot Filling Approach to Interacting with Semantic Database through Type<TITLE>Type Interact: A Slot Filling Approach to Interacting with Natural Language via Type<TITLE>Type Interact: A Slot Filling Approach to Interacting with Semantic Database<TITLE>Type Interact: A Slot Filling Approach to Interacting with Semantics
37,Transition-based Neural Constituent Parsing,"Constituent parsing is typically modeled by a chart-based algorithm under probabilistic context-free grammars or by a transition-based algorithm with rich features. Previous models rely heavily on richer syntactic information through lexicalizing rules, splitting categories, or memorizing long histories. However enriched models incur numerous parameters and sparsity issues, and are insufficient for capturing various syntactic phenomena. We propose a neural network structure that explicitly models the unbounded history of actions performed on the stack and queue employed in transition-based parsing, in addition to the representations of partially parsed tree structure. Our transition-based neural constituent parsing achieves performance comparable to the state-of-the-art parsers, demonstrating F1 score of 90.68% for English and 84.33% for Chinese, without reranking, feature templates or additional data to train model parameters.",<TITLE>Transition-Based Neural Constituent Parsing with Neural Network Structure<TITLE>Transition-based Neural Constituent Parsing with Structured Data<TITLE>Transition-Based Constituent Parsing with Neural Network Structure<TITLE>Transition-based Constituent Parsing with Neural Network Structure<TITLE>Transition-Based Neural Constituent Parsing,<TITLE>Transition-based Neural Constituent Parsing with Rich Syntactic Structures and Memory of Long Heterosyllabic<TITLE>Transition-based Neural Constituent Parsing with Rich Syntactic Structures and Memory of Long Heterosyntactic Information<TITLE>Transition-based Neural Constituent Parsing with Rich Syntactic Structures and Memory of Long Heteroscedastic Memories<TITLE>Transition-based Neural Constituent Parsing with Rich Syntactic Structures and Memory of Long Heterosyntactic Phen<TITLE>Transition-based Neural Constituent Parsing with Rich Syntactic Structures and Memory of Long Heteroscedasticity,<TITLE>Transition-based Neural Constituent Parsing<TITLE>Transition-based Neural Constituent Parsing<TITLE>Transition-based Neural Constituent Parsing<TITLE>Transition-based Neural Constituent Parsing<TITLE>Transition-Based Neural Constituent Parsing,<TITLE>Transition-based Constituent Parsing with Neural Networks<TITLE>Transition-Based Constituent Parsing with Neural Networks<TITLE>Transition-based Constituent Parsing with Neural Network Structure<TITLE>Transition-Based Constituent Parsing with Neural Network Structure<TITLE>Transition-Based Neural Constituent Parsing,<TITLE> Neural Constituent Parsing with Rich Syntactic Features<TITLE> Neural Transition-based Constituent Parsing<TITLE> Neural Transition-Based Constituent Parsing<TITLE> Neural Constituent Parsing with Rich Syntactic Information<TITLE> Neural Constituent Parsing with Rich Syntactic Structure,<TITLE>Transition-based Neural Constituent Parsing with Stack and Queue<TITLE>Transition-Based Neural Constituent Parsing with Stack and Queue<TITLE>Transition-based Neural Constituent Parsing<TITLE>Transition-Based Neural Constituent Parsing<TITLE>Neural Transition-based Constituent Parsing
38,cpSGD: Communication-efficient and differentially-private distributed SGD,"Distributed stochastic gradient descent is an important subroutine in distributed learning. A setting of particular interest is when the clients are mobile devices, where two important concerns are communication efficiency and the privacy of the clients. Several recent works have focused on reducing the communication cost or introducing privacy guarantees, but none of the proposed communication efficient methods are known to be privacy preserving and none of the known privacy mechanisms are known to be communication efficient. To this end, we study algorithms that achieve both communication efficiency and differential privacy. For d variables and n ⇡ d clients, the proposed method uses O(log log(nd)) bits of communication per client per coordinate and ensures constant privacy. We also improve previous analysis of the Binomial mechanism showing that it achieves nearly the same utility as the Gaussian mechanism, while requiring fewer representation bits, which can be of independent interest.",<TITLE>Communication Efficiency and Differential Privacy for Distributed Stochastic Gradient Descent<TITLE>Communication Efficient Distributed Stochastic Gradient Descent via Binomial Methods<TITLE>Communication Efficient Distributed Stochastic Gradient Descent for Mobile Devices<TITLE>Communication Efficient Distributed Gradient Descent via Binomial Methods<TITLE>Communication Efficient Distributed Stochastic Gradient Descent,<TITLE>Communication Efficiency and Differential Privacy in Distributed Stochastic Gradient Descent using O(log Log(nd))<TITLE>Communication Efficiency and Differential Privacy in Distributed Stochastic Gradient Descent using O(log Log(nd)<TITLE>Communication Efficiency and Differential Privacy in Distributed Stochastic Gradient Descent Using O(log Log(nd))<TITLE>Communication Efficiency and Differential Privacy in Distributed Stochastic Gradient Descent Using O(log Log(nd)<TITLE>Communication Efficiency and Differential Privacy in Distributed Stochastic Gradient Descent via O(log Log(nd)),<TITLE>Communication Efficient Distributed Stochastic Gradient Descent for Mobile Devices<TITLE>Communication Efficient Distributed Stochastic Gradient Descent with Constant Privacy<TITLE>Communication Efficient Distributed Gradient Descent with Privacy Guarantees<TITLE>Communication and Privacy in Distributed Gradient Descent<TITLE>Communication and Privacy in Distributed Gradient Descent,<TITLE>Communication Efficiency and Differential Privacy in Distributed Learning.<TITLE>Communication Efficiency and Differential Privacy in Distributed Learning<TITLE>Communication Efficiency and Differential Privacy for Distributed Learning<TITLE>Distributed Stochastic Gradient Descent<TITLE>Communication Efficiency and Differential Privacy,<TITLE> Communication Efficient Distributed Gradient Descent<TITLE> Communication Efficient Distributed Stochastic Gradient Descent<TITLE> Communication Efficient Subroutine for Distributed Gradient Descent<TITLE> Communication Efficient Subroutine for Distributed Learning<TITLE> Communication Efficient Distributed Gradient Descent with Privacy Guarantees,<TITLE>Communication Efficiency and Differential Privacy for Distributed Gradient Descent<TITLE>Communication Efficiency and Differential Privacy in Distributed Gradient Descent<TITLE>Communication and Differential Privacy for Distributed Gradient Descent<TITLE>Communication Efficiency and Differential Privacy for Distributed Learning<TITLE>Communication Efficiency and Differential Privacy in Distributed Learning
39,On Range of Skill,"At AAAI’07, Zinkevich, Bowling and Burch introduced the Range of Skill measure of a two-player game and used it as a parameter in the analysis of the running time of an algorithm for finding approximate solutions to such games. They suggested that the Range of Skill of a typical natural game is a small number, but only gave heuristic arguments for this. In this paper, we provide the first methods for rigorously estimating the Range of Skill of a given game. We provide some general, asymptotic bounds that imply that the Range of Skill of a perfectly balanced game tree is almost exponential in its size (and doubly exponential in its depth). We also provide techniques that yield concrete bounds for unbalanced game trees and apply these to estimate the Range of Skill of Tic-Tac-Toe and Heads-Up Limit Texas Hold’em Poker. In particular, we show that the Range of Skill of Tic-Tac-Toe is more than 100,000.",<TITLE>Estimating the Range of Skill of a Natural Game Tree<TITLE>Estimating the Range of Skill of a Game Tree.<TITLE>Estimating the Range of Skill of a Game Tree<TITLE>Estimating the Range of Skill of a Natural Game<TITLE>Estimating the Range of Skill of Natural Games,<TITLE>Estimating the Range of Skill in a Competitive Two-Player Game: Some Asymptotic Bounds and General Asym<TITLE>Estimating the Range of Skill in a Competitive Two-Player Game: Some Asymptotic Bounds and Concrete B<TITLE>Estimating the Range of Skill in a Competitive Two-Player Game: Some Asymptotic Bounds and Constraints<TITLE>Estimating the Range of Skill in a Competitive Two-Player Game: Some Asymptotic Bounds and Methods for Un<TITLE>Estimating the Range of Skill in a Competitive Two-Player Game: Some Asymptotic Bounds and Methods for Better,<TITLE>Estimating the Range of Skill of a Natural Game<TITLE>Estimating the Range of Skill of a Natural Game<TITLE>Estimating the Range of Skill of a Game<TITLE>Estimating the Range of Skill of a Natural Game<TITLE>Estimating the Range of Skill of a Natural Game,<TITLE>Estimating the Range of Skill of a Natural Game<TITLE>Estimating the Range of Skill of a Game Tree<TITLE>Estimating the Range of Skill of a Game<TITLE>The Range of Skill of a Natural Game Tree<TITLE>The Range of Skill of a Natural Game,<TITLE> Estimating the Range of Skill of a Two-Player Game<TITLE> Estimating the Range of Skill of Natural Games<TITLE> The Range of Skill of Tic-Tac-Toe<TITLE> The Range of Skill of Tic-Toe<TITLE> Estimating the Range of Skill of a Two-Player Game with Applications to Natural Language Processing,<TITLE>On the Range of Skill of Natural Games<TITLE>On the Range of Skill in Natural Games<TITLE>The Range of Skill of a Game Tree<TITLE>The Range of Skill of Natural Games<TITLE>The Range of Skill of a Game
40,Stack-propagation: Improved Representation Learning for Syntax,"Traditional syntax models typically leverage part-of-speech (POS) information by constructing features from hand-tuned templates. We demonstrate that a better approach is to utilize POS tags as a regularizer of learned representations. We propose a simple method for learning a stacked pipeline of models which we call “stack-propagation”. We apply this to dependency parsing and tagging, where we use the hidden layer of the tagger network as a representation of the input tokens for the parser. At test time, our parser does not require predicted POS tags. On 19 languages from the Universal Dependencies, our method is 1.3% (absolute) more accurate than a state-of-the-art graph-based approach and 2.7% more accurate than the most comparable greedy model.",<TITLE>Stack Propagation for Dependency Parsing and Tagging with POS Taggers<TITLE>Stack-propagation for Dependency Parsing and Tagging with POS Tags<TITLE>Stack-propagation for Dependency Parsing and Tagging<TITLE>Learning Stack Propagation for Dependency Parsing and Tagging<TITLE>Stack Propagation for Dependency Parsing and Tagging,<TITLE>Learning Stack-propagation for Dependency Parsing and Tagging with POS Taggers from Hand-tuned Templates<TITLE>Learning Stack-propagation for Dependency Parsing and Tagging with POS Taggers from Hand-Tuned Templates<TITLE>Learning Stack-propagation for Dependency Parsing and Tagging with POS Tags from Hand-tuned Templates using<TITLE>Learning Stack-propagation for Dependency Parsing and Tagging with POS Tags from Hand-tuned Templates.<TITLE>Learning Stack-propagation for Dependency Parsing and Tagging with POS Taggers from Hand-tuned Template Data,<TITLE>Part-of-Speech Models for Dependency Parsing and Tagging with Stack Propagation<TITLE>Part-of-Speech Models for Dependency Parsing and Tagging via Stack Propagation<TITLE>Part-of-Speech Tagging for Dependency Parsing and Tagging<TITLE>Part-of-Speech Models for Dependency Parsing and Tagging<TITLE>Part-of-Speech Tagging for Dependency Parsing and Tagging,<TITLE>Learning Part-of-Speech Representations from Hand-Tuned Templates<TITLE>Learning Part-of-Speech Representations from Hand-tuned Templates<TITLE>Learning Part-of-Speech Information from Hand-Tuned Templates<TITLE>Learning Part-of-Speech Information from Hand-tuned Templates<TITLE>Learning Part-of-Speech Representations with Hidden Layers,<TITLE> Stack-propagation: Learning Syntax Models with Rich Representations<TITLE> Stack-propagation: Learning Structured Representations for Syntax Models<TITLE> Stack-propagation: Learning Structured Representations of Syntax<TITLE> Stack-propagation: Learning Structured Representations of Syntax Models<TITLE> Stack-propagation: Learning Structured Representations for Parsing,<TITLE>Stack-Propagation: Learning POS-based Representations for Dependency Parsing<TITLE>Stack-Propagation for Universal Dependency Parsing and Tagging with POS Tags<TITLE>Stack-Propagation for Universal Dependency Parsing and Tagging<TITLE>Stack-Propagation for Universal Dependency Parsing and Tagging.<TITLE>Stack-Propagation for Universal Dependency Parsing
41,Dynamic Feature Selection for Dependency Parsing,"Feature computation and exhaustive search have significantly restricted the speed of graph-based dependency parsing. We propose a faster framework of dynamic feature selection, where features are added sequentially as needed, edges are pruned early, and decisions are made online for each sentence. We model this as a sequential decision-making problem and solve it by imitation learning techniques. We test our method on 7 languages. Our dynamic parser can achieve accuracies comparable or even superior to parsers using a full set of features, while computing fewer than 30% of the feature templates.",<TITLE>Fast Dynamic Feature Selection for Graph-based Dependency Parsing<TITLE>Dynamic Feature Selection for Dependency Parsing with Imitation Learning<TITLE>Dynamic Feature Selection for Graph-based Dependency Parsing<TITLE>Fast Dynamic Feature Selection for Dependency Parsing<TITLE>Dynamic Feature Selection for Dependency Parsing,<TITLE>Dynamic Feature Selection for Graph-based Dependency Parsing with Imitation Learning and Sequential Decision-Making Techniques on 7 Languages<TITLE>Dynamic Feature Selection for Graph-based Dependency Parsing with Imitation Learning and Sequential Decision-Making Techniques on Multilingual<TITLE>Dynamic Feature Selection for Graph-based Dependency Parsing with Imitation Learning and Sequential Decision-Making Techniques on the Web<TITLE>Dynamic Feature Selection for Graph-based Dependency Parsing with Imitation Learning and Sequential Decision-Making Techniques on Lingu<TITLE>Dynamic Feature Selection for Graph-based Dependency Parsing with Imitation Learning and Sequential Decision-Making Techniques on Larger,<TITLE>Dynamic Feature Selection for Dependency Parsing with Imitation Learning<TITLE>Dynamic Feature Selection for Dependency Parsing with Imitation Learning<TITLE>Dynamic Feature Selection for Fast Dependency Parsing<TITLE>Dynamic Feature Selection for Dependency Parsing<TITLE>Dynamic Feature Selection for Dependency Parsing,<TITLE>Dynamic Feature Selection for Dependency Parsing<TITLE>Dynamic Feature Selection for Dependency Parsing.<TITLE>Dynamic Parameter Selection for Dependency Parsing<TITLE>Dynamic Feature Selection for Dependency Parsers<TITLE>Dynamic Dependency Parsing,<TITLE> Dynamic Feature Selection for Graph-based Dependency Parsing<TITLE> A Fast Dynamic Feature Selection Framework for Graph-based Dependency Parsing<TITLE> Fast Feature Selection for Graph-based Dependency Parsing<TITLE> Dynamic Feature Selection for Dependency Parsing<TITLE> Fast Dynamic Feature Selection for Graph-based Dependency Parsing,<TITLE>Dynamic Feature Selection for Graph-based Dependency Parsing<TITLE>Dynamic Feature Selection for Dependency Parsing with Imitation Learning<TITLE>Dynamic Feature Selection for Dependency Parsing Using Imitation Learning<TITLE>Dynamic Feature Selection for Dependency Parsing using Imitation Learning<TITLE>Fast Feature Selection for Dependency Parsing with Imitation Learning
42,Joint Inference for Fine-grained Opinion Extraction,"This paper addresses the task of finegrained opinion extraction – the identification of opinion-related entities: the opinion expressions, the opinion holders, and the targets of the opinions, and the relations between opinion expressions and their targets and holders. Most existing approaches tackle the extraction of opinion entities and opinion relations in a pipelined manner, where the interdependencies among different extraction stages are not captured. We propose a joint inference model that leverages knowledge from predictors that optimize subtasks of opinion extraction, and seeks a globally optimal solution. Experimental results demonstrate that our joint inference approach significantly outperforms traditional pipeline methods and baselines that tackle subtasks in isolation for the problem of opinion extraction.",<TITLE>Joint Inference for Fine-Grained Opinion Extraction<TITLE>A Joint Inference Model for Fine-Grained Opinion Extraction<TITLE>Joint Inference Model for Fine-Grained Opinion Extraction<TITLE>A Joint Inference Model for Fine-grained Opinion Extraction<TITLE>Joint Inference for Fine-grained Opinion Extraction,<TITLE>Joint Inference for Fine-grained Opinion Extraction: Identifying Opinion Entities and Relations in a Pipelined<TITLE>Joint Inference for Fine-grained Opinion Extraction: Identifying Opinions and their Targets in a Pip<TITLE>Joint Inference for Fine-grained Opinion Extraction: Identifying Opinions and their Targets in the Presence<TITLE>Joint Inference for Fine-grained Opinion Extraction: Identifying Opinions and their Targets in the Qu<TITLE>Joint Inference for Fine-grained Opinion Extraction: Identifying Opinion Entities and Relations in a Pipelines with,<TITLE>Joint Inference for Fine-Grained Opinion Extraction<TITLE>Joint Inference for Fine-grained Opinion Extraction<TITLE>Joint Inference for Fine-Grained Opinion Extraction<TITLE>Joint Inference for Fine-Grained Opinion Extraction<TITLE>Joint Inference for Fine-Grained Opinion Extraction,<TITLE>Joint Inference for Finegrained Opinion Extraction<TITLE>Joint Inference for Fine-Grained Opinion Extraction<TITLE>Joint Inference for Feingrained Opinion Extraction<TITLE>Joint Inference for Finegrained Opinion Extraction.<TITLE>Joint Inference for Fine Grained Opinion Extraction,<TITLE> Joint Inference for Fine-Grained Opinion Extraction<TITLE> Joint Inference for Fine-grained Opinion Extraction<TITLE> Joint Inference for Opinion Extraction<TITLE> Joint Inference for Fine-Grained Opinions and Opinions<TITLE> Joint Inference for Fine-Grained Opinion Extraction via Joint Inference,<TITLE>Fine-Grained Opinion Extraction with Joint Inference<TITLE>Joint Inference for Fine-Grained Opinion Extraction<TITLE>Fine-Grained Opinion Extraction via Joint Inference<TITLE>Joint Inference for Fine-grained Opinion Extraction<TITLE>Fine-grained Opinion Extraction via Joint Inference
