,title,abstract,bart_base,bart_cnn,bart_xsum,t5_small,gpt2,pegasus_xsum
73,Generating Natural Language Summaries from Multiple On-Line Sources,"We present a methodology for summarization of news about current events in the form of briefings that include appropriate background (historical) information. The system that we developed, SUMMONS, uses the output of systems developed for the DARPA Message Understanding Conferences to generate summaries of multiple documents on the same or related events, presenting similarities and differences, contradictions, and generalizations among sources of information. We describe the various components of the system, showing how information from multiple articles is combined, organized into a paragraph, and finally, realized as English sentences. A feature of our work is the extraction of descriptions of entities such as people and places for reuse to enhance a briefing.",<TITLE>Summarization of Current Events in the Form of Briefings<TITLE>SummONS: Summarizing Current Events with Background Information<TITLE>SummONS: Summarizing Current Events with Historical Information<TITLE>Summarization of Current Events in the Form of Briefing<TITLE>Summarization of Current Events with Background Information,<TITLE>Summarization of Current Events: Summarizing News About Current Events by Combining Background and Multi-Document Summaries<TITLE>Summarization of Current Events: Summarizing News About Current Events by Combining Background and Multi-Document Summarization<TITLE>Summarization of Current Events: Summarizing News About Current Events by Combining Background Descriptions of Entities and Cont<TITLE>Summarization of Current Events: Summarizing News About Current Events by Combining Background Descriptions of Entities and Conf<TITLE>Summarization of Current Events: Summarizing News About Current Events by Combining Background Descriptions of Entities and General,<TITLE>Summons: A System for Historical Summarization of News Briefings<TITLE>Summons: A System for Historical Summarization of News and Current Events<TITLE>Summons: A System for Historical Summarization of News Briefing<TITLE>Summons: A System for Historical Summarization of News Briefings<TITLE>Summons: A System for Historical Summarization of News and Events,<TITLE>SUMMONS: A System for Summarization of News about Current Events<TITLE>SUMMONS: Synchronous Summarization of News about Current Events<TITLE>SUMMONS: A System for Summarization of Information about Current Events<TITLE>SUMMONS: Synchronous Summarization of Information about Events<TITLE>SUMMONS: A System for Summarization of Information about Events,<TITLE> Summarization of News About Current Events<TITLE> Summarization of News About Current Events with Background Information<TITLE> Summarization of News with Background Information<TITLE> Summarization of News about Current Events with Background Information<TITLE> Summarization of News About Current Events Using Briefing,<TITLE>SUMMONS: A Methodology for Semantic Summarization of News about Events<TITLE>SUMMONS: A Methodology for Summarizing News about Events in History<TITLE>SUMMONS: A Methodology for Summarization of News about Events<TITLE>SUMMONS: A Methodology for News Summarization of Historical Documents<TITLE>SUMMONS: A Methodology for Semantic Summarization of Historical Documents
74,Positional Encoding to Control Output Sequence Length,"Neural encoder-decoder models have been successful in natural language generation tasks. However, real applications of abstractive summarization must consider an additional constraint that a generated summary should not exceed a desired length. In this paper, we propose a simple but effective extension of a sinusoidal positional encoding (Vaswani et al., 2017) so that a neural encoder-decoder model preserves the length constraint. Unlike previous studies that learn length embeddings, the proposed method can generate a text of any length even if the target length is unseen in training data. The experimental results show that the proposed method is able not only to control generation length but also improve ROUGE scores.",<TITLE>A Simple but Effective Extension of a sinusoidal positional encoding for Abstractive Summarization<TITLE>A Simple but Effective Extension of a Sinusoidal positional encoding for Abstractive Summarization<TITLE>A Simple but Effective Extension of a sinusoidal positional encoding model for abstractive summarization<TITLE>A Simple but Effective Extension of a sinusoidal positional encoding for abstractive summarization<TITLE>Learning length embeddings for abstractive summarization with sinusoidal positional encoding.,<TITLE>A Simple and Effective Extension of Neural Encoder-Decoder Models for Abstractive Summarization Using a Sinusoidal Position<TITLE>A Simple and Effective Extension of Neural Encoder-Decoder Models for Abstractive Summarization Using a Sinusoidal Pos<TITLE>A Simple and Effective Extension of Neural Encoder-Decoder Models for Abstractive Summarization with Length Constraints.<TITLE>A Simple and Effective Extension of Neural Encoder-Decoder Models for Abstractive Summarization Using a Sinusoidal POS<TITLE>A Simple and Effective Extension of Neural Encoder-Decoder Models for Abstractive Summarization Using a Sinusoidal positional,<TITLE>Learning Length Embeddings for Abstractive Summarization with Neural Encoder-Decoder Models<TITLE>Learning Length Embeddings for Abstractive Summarization with Neural Encoder-Decoder Model<TITLE>Learning to Generate Text of Any Length with a Sinusoidal Positioning Encoder-Decoder<TITLE>Learning to Generate Text of Any Length with a Sinusoidal Positioning Encoding<TITLE>Learning to Generate Text of Any Length with a Sinusoidal Positioning Encoding,<TITLE>Sinusoidal Positional Encoding for Neural Language Generation<TITLE>Sinusoidal Positional Encoding for Neural Language Generating<TITLE>A Sinusoidal Positional Encoding for Neural Language Generation<TITLE>Sinusoidal Positional Encoding for Neural Language Generation<TITLE>A Sinusoidal Positional Encoding for Natural Language Generation,<TITLE> A Sinusoidal Neural Encoder-Decoder Model for Abstractive Summarization<TITLE> Learning Length Constraints for Abstractive Summarization<TITLE> A Sinusoidal Perceptron for Abstractive Summarization<TITLE> Simplifying Abstractive Summarization with Sinusoidal Parameter Encoders<TITLE> Simplifying Abstractive Summarization with Sinusoidal Position Representations,<TITLE>Learning Length Embeddings for Abstractive Summarization with Neural Decoding<TITLE>Learning Length Embeddings for Abstractive Summarization with Neural Networks<TITLE>Learning Length Embeddings for Abstractive Summarization<TITLE>Learning Length Embeddings for Neural Stream Summarization<TITLE>Learning Length Embeddings for Neural Summarization
75,Pre-training of Recurrent Neural Networks via Linear Autoencoders,"We propose a pre-training technique for recurrent neural networks based on linear autoencoder networks for sequences, i.e. linear dynamical systems modelling the target sequences. We start by giving a closed form solution for the definition of the optimal weights of a linear autoencoder given a training set of sequences. This solution, however, is computationally very demanding, so we suggest a procedure to get an approximate solution for a given number of hidden units. The weights obtained for the linear autoencoder are then used as initial weights for the inputto-hidden connections of a recurrent neural network, which is then trained on the desired task. Using four well known datasets of sequences of polyphonic music, we show that the proposed pre-training approach is highly effective, since it allows to largely improve the state of the art results on all the considered datasets.",<TITLE>Pre-training for Recurrent Neural Networks with Linear Autoencoder Networks<TITLE>Pre-Training for Recurrent Neural Networks with Linear Autoencoder Networks<TITLE>Pre-training for Recurrent Neural Networks with Linear Autoencoders<TITLE>Pre-training for Recurrent Neural Networks with Linear Autoencoders.<TITLE>Pre-Training for Recurrent Neural Networks with Linear Autoencoders,<TITLE>Pre-training for Recurrent Neural Networks with Linear Autoencoder Networks: A Polyphonic Music Algorithm and a<TITLE>Pre-training for Recurrent Neural Networks with Linear Autoencoder Networks: A Polyphonic Music Algorithm and an<TITLE>Pre-training for Recurrent Neural Networks with Linear Autoencoder Networks: A Polyphonic Music Algorithm and Applications<TITLE>Pre-training for Recurrent Neural Networks with Linear Autoencoder Networks: A Polyphonic Music Algorithm and Application<TITLE>Pre-training for Recurrent Neural Networks with Linear Autoencoder Networks: A Polyphonic Music Algorithm and Hidden,<TITLE>Pre-training of Linear Autoencoder Networks for Recurrent Neural Networks<TITLE>Pre-training of Linear Autoencoders for Recurrent Neural Networks<TITLE>Pre-training of Linear Autoencoders for Recurrent Neural Networks<TITLE>Pre-training of Linear Autoencoder Networks for Sequences<TITLE>Pre-training of Linear Autoencoders for Recurrent Neural Networks,<TITLE>Pre-training for Recurrent Neural Networks with Linear Autoencoder Networks<TITLE>Pre-training for Recurrent Neural Networks using Linear Autoencoder Networks<TITLE>Pre-training Recurrent Neural Networks with Linear Autoencoder Networks<TITLE>Pre-Training for Recurrent Neural Networks<TITLE>Pre-training for Recurrent Neural Networks,<TITLE> Training Recurrent Neural Networks with Linear Autoencoders<TITLE> Recurrent Neural Networks with Linear Autoencoders<TITLE> Recurrent Neural Networks for Polyphonic Music<TITLE> Training Recurrent Neural Networks with Linear Autoencoder Networks<TITLE> Pre-Training Recurrent Neural Networks for Polyphonic Music,<TITLE>Pre-training of Linear Autoencoder Networks for Sequences<TITLE>Pre-training of Linear Autoencoder Networks for Sequence Learning<TITLE>Pre-training Linear Autoencoders for Recurrent Neural Networks<TITLE>Pre-training Linear Autoencoder Networks for Sequences<TITLE>Pre-training Linear Autoencoder Networks for Sequence Learning
76,The State and Fate of Linguistic Diversity and Inclusion in the NLP World,"Language technologies contribute to promoting multilingualism and linguistic diversity around the world. However, only a very small number of the over 7000 languages of the world are represented in the rapidly evolving language technologies and applications. In this paper we look at the relation between the types of languages, resources, and their representation in NLP conferences to understand the trajectory that different languages have followed over time. Our quantitative investigation underlines the disparity between languages, especially in terms of their resources, and calls into question the ""language agnostic"" status of current models and systems. Through this paper, we attempt to convince the ACL community to prioritise the resolution of the predicaments highlighted here, so that no language is left behind.",<TITLE>Language Agnostic: A quantitative study of the impact of language technologies on NLP<TITLE>Language Agnostic: A quantitative study of the impact of linguistic technologies on NLP<TITLE>Language Agnostic: A quantitative study of the impact of languages on NLP conferences<TITLE>Language Agnostic: A quantitative study of the impact of languages on NLP<TITLE>Language Agnostic: A Case Study in the ACL,"<TITLE>The Language Agnostic Community: The Case of Multilingualism, Diversity, and Representation in NLP Conference Transcripts.<TITLE>The Language Agnostic Community: The Case of Multilingualism, Diversity, and Representation in NLP Conference Transcripts (<TITLE>The Language Agnostic Community: The Case of Multilingualism, Diversity, and Representation in NLP Conference Transcripts over<TITLE>The Language Agnostic Community: The Case of Multilingualism, Diversity, and Representation in NLP Conference Transcripts with<TITLE>The Language Agnostic Community: The Case of Multilingualism, Diversity, and Representation in NLP Conference Transcripts -",<TITLE>The State of the Art of Multilingualism in NLP: A Quantitative Analysis<TITLE>The State of the Art of Multilingualism in NLP: A Quantitative Investigation<TITLE>The State of the Art of Multilingualism in NLP: A quantitative analysis<TITLE>The State of the Art of Multilingualism in the World of NLP<TITLE>The State of the Art of Multilingualism in NLP,"<TITLE>Understanding the Relation between Languages, Resources, and Their Representation in NLP Conférences<TITLE>Understanding the Relation between Languages, Resources, and Their Representation in NLP Conferences<TITLE>Understanding the Relation between Languages, Resources, and Their Representations in NLP Conferences<TITLE>The Relation between Languages, Resources, and Their Representation in NLP Conferences<TITLE>Understanding the Relation between Languages and Resource Representations in NLP Conferences",<TITLE> The Impact of Language Technology on Multilingualism and Linguistic Diversity<TITLE> The Impact of Language Technology on Multilingualism and Diversity<TITLE> The Role of Language Technology in Multilingualism and Diversity<TITLE> The Impact of Language Technology on Multilingualism and Linguistics<TITLE> The Impact of Language Technology on Multilingualism and Diversity in Conference,"<TITLE>""No Language is Left Behind"": A Case Study on the Representation of Languages in NLP Conferences<TITLE>""No Language is Left Behind"": An ACL study of the status of languages in NLP conferences<TITLE>""No Language is Left Behind"": A Case Study on the Status of Languages in NLP Conferences<TITLE>""No Language is Left Behind"": A Case Study on the Representation of Languages in NLP conferences<TITLE>""No Language is Left Behind"": A Case Study on the Status of Languages in NLP Conference"
80,Multilingual Document Clustering: An Heuristic Approach Based on Cognate Named Entities,"This paper presents an approach for Multilingual Document Clustering in comparable corpora. The algorithm is of heuristic nature and it uses as unique evidence for clustering the identification of cognate named entities between both sides of the comparable corpora. One of the main advantages of this approach is that it does not depend on bilingual or multilingual resources. However, it depends on the possibility of identifying cognate named entities between the languages used in the corpus. An additional advantage of the approach is that it does not need any information about the right number of clusters; the algorithm calculates it. We have tested this approach with a comparable corpus of news written in English and Spanish. In addition, we have compared the results with a system which translates selected document features. The obtained results are encouraging.",<TITLE>Multilingual Document Clustering in Comparable Corpora Using Heuristic Data<TITLE>Multilingual Document Clustering in Comparable Corpora Using Heuristic Information<TITLE>Multilingual Document Clustering in Comparable Corpora using Heuristic Data<TITLE>Multilingual Document Clustering in Comparable Corpora<TITLE>Multilingual Document Clustering in Comparable Corpora.,<TITLE>Multilingual Document Clustering in Comparable Corpora: Identifying Cognate Named Entities by Means of Heuristic Information<TITLE>Multilingual Document Clustering in Comparable Corpora: Identifying Cognate Named Entities by Means of Heuristics<TITLE>Multilingual Document Clustering in Comparable Corpora: Identifying Cognate Named Entities by Means of Heuristic Networks<TITLE>Multilingual Document Clustering in Comparable Corpora: Identifying Cognate Named Entities by Means of Heuristic Dynamics<TITLE>Multilingual Document Clustering in Comparable Corpora: Identifying Cognate Named Entities by Means of Heuristic Complex,<TITLE>Multilingual Document Clustering in Comparable Corpora using Cognate Named Entities<TITLE>Multilingual Document Clustering in Comparable Corpora<TITLE>Multilingual Document Clustering in Comparable Corpora<TITLE>Multilingual Document Clustering in Comparable Corpora<TITLE>Multilingual Document Clustering in Comparable Corpora,<TITLE>Multilingual Document Clustering in Comparable Corpora<TITLE>Multilingual Document Clustering in Comparative Corpora<TITLE>Multilingual Document Clustering for Comparable Corpora<TITLE>Multilingual Document Clustering in comparable corpora<TITLE>Multilingual Document Clustering,<TITLE> Multilingual Document Clustering Using Comparable Corpora<TITLE> Multilingual Document Clustering Based on Cognate Name Identification<TITLE> Multilingual Document Clustering Based on Cognate Identification<TITLE> Multilingual Document Clustering Using Bilingual Information<TITLE> Multilingual Document Clustering Based on Cognate Identification,<TITLE>Comparing Document Clustering in Comparable Corpora Using Heuristics<TITLE>An Algorithm for Document Clustering in Comparable Corpora<TITLE>Comparing Document Clustering in Comparable Corpora<TITLE>Comparative Document Clustering in Comparable Corpora<TITLE>Document Clustering in Comparable Corpora
87,Joint Emotion Analysis via Multi-task Gaussian Processes,"We propose a model for jointly predicting multiple emotions in natural language sentences. Our model is based on a low-rank coregionalisation approach, which combines a vector-valued Gaussian Process with a rich parameterisation scheme. We show that our approach is able to learn correlations and anti-correlations between emotions on a news headlines dataset. The proposed model outperforms both singletask baselines and other multi-task approaches.",<TITLE>Joint Predicting of Multiple Emotions in Natural Language Sentences<TITLE>Joint Predicting Multiple Emotions in Natural Language Sentences<TITLE>Joint Predicting of Emotions in Natural Language Sentences<TITLE>Joint Predicting of Multiple Emotions in News Headlines<TITLE>Joint Predicting Multiple Emotions in News Headlines,<TITLE>Jointly Predicting Multiple Emotions in Natural Language Sentences using Gaussian Processes and Low-Rank Coregional<TITLE>Jointly Predicting Multiple Emotions in Natural Language Sentences using Low-Rank Coregionalisation and Gaussian Process<TITLE>Jointly Predicting Multiple Emotions in Natural Language Sentences using Low-Rank Coregionalisation and Vector-valued<TITLE>Jointly Predicting Multiple Emotions in Sentences using Gaussian Processes and Low-Rank Coregionalisation.<TITLE>Jointly Predicting Multiple Emotions in Natural Language Sentences using Low-Rank Coregionalisation and Vector-Val,<TITLE>A Low-Rank Coregionalisation Model for Joint Prediction of Multiple Emotions in Natural Language<TITLE>Joint Prediction of Multiple Emotions in Natural Language Sentences with Coregionalisation<TITLE>Joint Prediction of Multiple Emotions in Natural Language Sentences<TITLE>Joint Prediction of Multiple Emotions in Natural Language Sentences<TITLE>Joint Prediction of Multiple Emotions in Natural Language Sentences,<TITLE>A Low-rank Coregionalisation Approach to Predicting Multiple Emotions in Natural Language Sentences<TITLE>A Low-rank Coregionalisation Approach for Predicting Multiple Emotions in Natural Language Sentences<TITLE>A Low-Rank Coregionalisation Approach for Predicting Multiple Emotions in Natural Language Sentences<TITLE>A Low-rank Coregionalisation Approach to Predicting Multiple Emotions<TITLE>A Low-rank Coregionalisation Approach for Predicting Multiple Emotions,<TITLE> Joint Predicting Multiple Emotions in Natural Language Sentences<TITLE> Joint Predicting Multiple Emotions in Natural Language<TITLE> Jointly Predicting Multiple Emotions in Natural Language<TITLE> Joint Predicting Multiple Emotions in Natural Language Text<TITLE> Jointly Predicting Multiple Emotions in Natural Language Text,<TITLE>A Low-Rank Co-Regionisation Approach for Joint Emotion Prediction<TITLE>A Low-Rank Co-Regionisation Approach to Joint Emotion Prediction<TITLE>A Low-Rank Co-regionalisation Approach to Joint Emotion Prediction<TITLE>A Low-Rank Co-Region Model for Joint Emotion Prediction<TITLE>Learning to Predict Multiple Emotions in Natural Language Sentences
89,Mastering the Dungeon: Grounded Language Learning by Mechanical Turker Descent,"Contrary to most natural language processing research, which makes use of static datasets, humans learn language interactively, grounded in an environment. In this work we propose an interactive learning procedure called Mechanical Turker Descent (MTD) and use it to train agents to execute natural language commands grounded in a fantasy text adventure game. In MTD, Turkers compete to train better agents in the short term, and collaborate by sharing their agents’ skills in the long term. This results in a gamified, engaging experience for the Turkers and a better quality teaching signal for the agents compared to static datasets, as the Turkers naturally adapt the training data to the agent’s abilities.",<TITLE>Turker Descent: Interactively Learning to execute Natural Language commands in a Fantasy Game<TITLE>Turker Descent: Interactive Learning of Natural Language commands grounded in a Fantasy Game<TITLE>Turker Descent: Interactive Learning of Natural Language commands grounded in an Environment<TITLE>Turker Descent: An Interactive Learning Procedure for Natural Language Processing<TITLE>Turker Descent: Interactive Training of Natural Language Agents,<TITLE>Turker Descent: Interactive Learning of Natural Language Agents in a Fantasy Text Adventure Game using Static Dataset and Skill Sharing<TITLE>Turker Descent: Interactive Learning of Natural Language Agents in a Fantasy Text Adventure Game using Static Datasets and Skill Sharing<TITLE>Turker Descent: Interactive Learning of Natural Language Agents in a Fantasy Text Adventure Game Using Static Datasets and Util<TITLE>Turker Descent: Interactive Learning of Natural Language Agents in a Fantasy Text Adventure Game using Static Dataset and Util<TITLE>Turker Descent: Interactive Learning of Natural Language Agents in a Fantasy Text Adventure Game using Static Dataset and Teaching Skills,<TITLE>Turker Descent: Interactive Learning for Natural Language Processing with Mechanical Turkers<TITLE>Interactive Learning for Natural Language Processing with Mechanical Turker Descent<TITLE>Interactive Learning of Natural Language Agents with Mechanical Turker Descent<TITLE>Turker Descent: Interactive Learning for Natural Language Processing<TITLE>Turker Descent: Interactive Learning with Mechanical Turkers,<TITLE>Mechanical Turker Descent: Interactive Learning of Natural Language Commands<TITLE>Mechanical Turker Descent: An Interactive Learning Approach to Natural Language<TITLE>Mechanical Turker Descent: Interactive Learning of Natural Languages<TITLE>Mechanical Turker Descent: Interactive Learning of Natural Language<TITLE>Mechanical Turker Descent,<TITLE> Turker Descent: Interactive Learning for Natural Language Utterance Games<TITLE> Turker Descent: Interactive Learning of Natural Language Utterance<TITLE> Learning to execute natural language commands grounded in a fantasy text game<TITLE> Turker Descent: Interactive Learning for Natural Language Utterance<TITLE> Turker Descent: Interactive Learning of Natural Language Utterance Games,<TITLE>Mechanical Turker Descent: Learning Language Interactively from Text Adventure Games<TITLE>Mechanical Turker Descent: Interactive Learning of Natural Language from Text Games<TITLE>Mechanical Turker Descent: Learning Language Interactively from Text Games<TITLE>Mechanical Turker Descent: Learning Language Interactively from Text<TITLE>Interactive Learning of Natural Language with Mechanical Turker Descent
93,Improved Estimation of Entropy for Evaluation of Word Sense Induction,"Information-theoretic measures are among the most standard techniques for evaluation of clustering methods including word sense induction (WSI) systems. Such measures rely on sample-based estimates of the entropy. However, the standard maximum likelihood estimates of the entropy are heavily biased with the bias dependent on, among other things, the number of clusters and the sample size. This makes the measures unreliable and unfair when the number of clusters produced by different systems vary and the sample size is not exceedingly large. This corresponds exactly to the setting of WSI evaluation where a ground-truth cluster sense number arguably does not exist and the standard evaluation scenarios use a small number of instances of each word to compute the score. We describe more accurate entropy estimators and analyze their performance both in simulations and on evaluation of WSI systems.",<TITLE>Evaluating Word Sense Induction Systems Using Entropy Estimation<TITLE>Information-Theoretic Evaluation of Word Sense Induction Systems<TITLE>Information-Theoretic Measures of Word Sense Induction Systems<TITLE>Information-theoretic Measures of Word Sense Induction Systems<TITLE>Information-Theoretic Measures of Word Sense Induction,<TITLE>Evaluation of Word Sense Induction Using Entropy Estimation Measures and the Sample Size of Clustering Schemes<TITLE>Evaluation of Word Sense Induction Using Entropy Estimation Measures and the Sample Size of Multiple Clustering Schem<TITLE>Evaluation of Word Sense Induction Using Entropy Estimation Measures and the Sample Size of Multiple Clustering Systems.<TITLE>Evaluation of Word Sense Induction Using Entropy Estimation Measures and the Sample Size of Multiple Clustering Systems with<TITLE>Evaluation of Word Sense Induction Using Entropy Estimation Measures and the Sample Size of Multiple Clustering Scores,<TITLE>Evaluation of Word Sense Induction Systems Based on Sample-Based Entropy Estimation<TITLE>Evaluation of Word Sense Induction Systems: More Accurate Estimation of Entropy<TITLE>Evaluation of Word Sense Induction Systems: More Accurate Entropy Estimators<TITLE>Evaluation of Word Sense Induction Systems via Entropy Estimation<TITLE>Evaluation of Word Sense Induction Systems via Entropy Estimates,<TITLE>Information-Theoretic Measures for Word Sense Induction Evaluation<TITLE>Information-Theoretic Measures for Word Sentence Induction<TITLE>Information-Theoretic Measures for Word Sense Induction<TITLE>Evaluating Word Sentence Induction Systems<TITLE>Evaluating Word Sense Induction Systems,<TITLE> Evaluating Clustering Methods Using Word Sense Induction<TITLE> Evaluating Clustering Methods using Word Sense Induction<TITLE> Efficient Evaluation of Clustering Methods<TITLE> Evaluating Clustering Methods<TITLE> Estimating the Entropy of Clustering Methods,<TITLE>On the Accuracy of Entropy Estimation for Word Sense Induction<TITLE>On the Accuracy of Entropy Measures for Word Sense Induction<TITLE>Information-theoretic measures of entropy for word sense induction<TITLE>Evaluation of Word Sense Induction Using Entropy Estimation<TITLE>Information-theoretic measures for word sense induction
94,Learning with Annotation Noise,"It is usually assumed that the kind of noise existing in annotated data is random classification noise. Yet there is evidence that differences between annotators are not always random attention slips but could result from different biases towards the classification categories, at least for the harder-to-decide cases. Under an annotation generation model that takes this into account, there is a hazard that some of the training instances are actually hard cases with unreliable annotations. We show that these are relatively unproblematic for an algorithm operating under the 0-1 loss model, whereas for the commonly used voted perceptron algorithm, hard training cases could result in incorrect prediction on the uncontroversial cases at test time.",<TITLE>Hard Training Cases in Random Classification Noise Generation<TITLE>Hard Training Cases for Random Classification Noise Detection<TITLE>Hard Training Cases for Random Classification Noise<TITLE>Hard Training Cases of Random Classification Noise<TITLE>Hard Training Cases in Random Classification Noise,<TITLE>Annotating Hard Cases with Noisy Annotations: Unsupervised Learning of Annotation Models under Uncertainty and Hardness<TITLE>Annotating Hard Cases with Noisy Annotations: Unsupervised Learning of Annotation Models under Uncertainty and Error Classification<TITLE>Annotating Hard Cases with Noisy Annotations: Unsupervised Learning of Annotation Models under Uncertainty and Hard Cases<TITLE>Annotating Hard Cases with Noisy Annotations: Unsupervised Learning of Annotation Models under Uncertainty and Hard Examples<TITLE>Annotating Hard Cases with Noisy Annotations: Unsupervised Learning of Annotation Models under Uncertainty and Error Detection,<TITLE>Automatic Generation of Hard Cases with Noisy Annotated Data<TITLE>Automatic Generation of Hard Cases with Unwanted Attention Slips<TITLE>Automatic Generation of Hard Cases with Bias-Based Annotation<TITLE>Automatic Generation of Hard Cases with Unwanted Annotation Errors<TITLE>Automatic Generation of Hard Cases with Noisy Annotations,<TITLE>Hard Training Cases with Unreliable Annotation Generation<TITLE>Unreliable Annotation Generation for Random Classification Noise<TITLE>Hard Training Cases with Unreliable Annotations<TITLE>Hard Training Cases with Unreliable Annotation<TITLE>A Random Classification Noise Model for Hard Training,<TITLE> Random Attention Slippage in Annotation<TITLE> Random Attention Slips in Annotation<TITLE> Random Attention Slippage and Hard Cases<TITLE> Random Attention Slips in Annotation Models<TITLE> Random Attention Slippage in Annotations,<TITLE>Training hard cases with unreliable annotations could result in incorrect prediction on uncontroversial cases<TITLE>Training hard-to-describe cases with unreliable annotations is not always random<TITLE>Training hard-to-decide cases with unreliable annotations is not always random<TITLE>Training hard-to-decidency cases with unreliable annotations<TITLE>Training hard cases with unreliable annotations could result in incorrect prediction
95,Intra-Sentential Subject Zero Anaphora Resolution using Multi-Column Convolutional Neural Network,"This paper proposes a method for intrasentential subject zero anaphora resolution in Japanese. Our proposed method utilizes a Multi-column Convolutional Neural Network (MCNN) for predicting zero anaphoric relations. Motivated by Centering Theory and other previous works, we exploit as clues both the surface word sequence and the dependency tree of a target sentence in our MCNN. Even though the F-score of our method was lower than that of the state-of-the-art method, which achieved relatively high recall and low precision, our method achieved much higher precision (>0.8) in a wide range of recall levels. We believe such high precision is crucial for real-world NLP applications and thus our method is preferable to the state-of-the-art method.",<TITLE>A Multi-column Convolutional Neural Network for Zero Anaphora Resolution in Japanese<TITLE>A Multi-column Convolutional Neural Network for Zero Anaphora Resolution in Japanese.<TITLE>Japanese Zero Anaphora Resolution Using Multi-Column Convolutional Neural Networks<TITLE>Japanese Zero Anaphora Resolution Using Multi-column Convolutional Neural Networks<TITLE>A Multi-column Convolutional Neural Network for Zero Anaphora Resolution,<TITLE>A Multi-Column Convolutional Neural Network for Intrasentential Subject Zero Anaphora Resolution using a Multi-Matrix<TITLE>A Multi-Column Convolutional Neural Network for Intrasentential Subject Zero Anaphora Resolution using Clues from Cent<TITLE>A Multi-Column Convolutional Neural Network for Intrasentential Subject Zero Anaphora Resolution using MCNNs and<TITLE>A Multi-Column Convolutional Neural Network for Intrasentential Subject Zero Anaphora Resolution using Clues from Sent<TITLE>A Multi-Column Convolutional Neural Network for Intrasentential Subject Zero Anaphora Resolution using Clues both the,<TITLE>Japanese Zero Anaphora Resolution with Multi-Column Convolutional Neural Networks<TITLE>Japanese Zero Anaphora Resolution Using Multi-Column Convolutional Neural Networks<TITLE>Japanese Zero Anaphora Resolution Using Multi-Column Convolutional Neural Network<TITLE>Japanese Zero Anaphora Resolution with Multi-Column Convolutional Neural Network<TITLE>Japanese Zero Anaphora Resolution with Multi-Column Convolutional Neural Network,<TITLE>Multi-Column Convolutional Neural Networks for Intrentential Subject Zero Anaphora Resolution<TITLE>A Multi-Column Convolutional Neural Network for Intrentential Subject Zero Anaphora Resolution<TITLE>Multi-Column Convolutional Neural Network for Intrasentential Subject Zero Anaphora Resolution<TITLE>Multi-Column Convolutional Neural Network for Intrentential Subject Zero Anaphora Resolution<TITLE>Intrasentential Subject Zero Anaphora Resolution in Japanese,<TITLE> Intrasentential Subject Zero Anaphora Resolution in Japanese<TITLE> Intrasentential Subject Zero Anaphora Resolution with Multi-Column Convolutional Neural Networks<TITLE> Intrasentential Subject Zero Anaphora Resolution Using Multi-Column Convolutional Neural Networks<TITLE> Multi-column Convolutional Neural Network for Japanese Subject Zero Anaphora Resolution<TITLE> Intrasentential Subject Zero Anaphora Resolution Using Multi-column Convolutional Neural Networks,<TITLE>Intra-sentential Subject Zero Anaphora Resolution with Multi- Convolutional Neural Network<TITLE>Intra-sentential Subject Zero Anaphora Resolution with Multi- Convolutional Neural Networks<TITLE>Intra-Sentential Zero Anaphora Resolution with Multi- Convolutional Neural Network.<TITLE>Intra-sentential Zero Anaphora Resolution with Multi- Convolutional Neural Network.<TITLE>Intra-Sentential Zero Anaphora Resolution with Multi-Convolutional Neural Network.
